Carpet Area,Bedrooms,Bathrooms,Floors,Year Built,Location,Price (in rupees)
"3,854",3,3.0,3.0,1952,Jaipur,"15,813,978.4"
"2,028",4,2.6,2.5,1935,Jaipur,"8,598,679.200000001"
"1,259",1,1.1,1.5,2013,Jaipur,"5,168,422.4"
"3,912",3,2.6,2.0,1926,Bangalore,"24,040,423.2"
"1,857",1,3.5,2.5,1943,Rural,"5,777,098.8"
"2,690",2,3.7,2.0,1973,Mumbai,"20,789,488.5"
"3,981",2,3.1,1.5,1933,Pune,"20,272,191.0"
"1,448",4,3.0,3.0,1907,Delhi,"10,168,722.200000001"
"2,579",3,3.3,1.5,1957,Jaipur,"10,742,727.200000001"
"2,266",3,1.4,2.0,1907,Bangalore,"14,141,718.0"
527,5,1.6,2.5,1971,Delhi,"4,136,642.9000000004"
"2,970",4,2.5,1.0,1943,Pune,"15,368,183.0"
"3,038",3,2.4,1.0,1996,Pune,"15,588,487.0"
659,2,1.6,2.5,2001,Delhi,"4,681,978.600000001"
"3,392",4,3.0,1.5,1982,Bangalore,"21,000,597.599999998"
"4,613",5,3.2,3.0,2020,Bangalore,"28,508,368.8"
"4,222",5,1.8,3.0,1932,Jaipur,"17,401,500.0"
"4,231",2,1.9,2.5,1956,Bangalore,"25,719,508.8"
"2,971",3,1.8,2.5,2003,Pune,"15,147,553.0"
"2,070",2,1.8,2.0,1900,Pune,"10,628,563.0"
"1,336",5,2.1,1.5,1991,Pune,"7,309,967.0"
"4,438",4,2.3,2.0,1969,Bangalore,"27,344,244.0"
"2,786",3,2.5,1.5,2002,Bangalore,"17,161,563.599999998"
"3,905",2,2.5,1.0,1984,Pune,"19,921,910.0"
"3,170",3,2.9,2.0,2018,Bangalore,"19,614,570.0"
"4,612",4,2.0,2.0,1945,Jaipur,"18,922,782.400000002"
"4,855",5,2.5,3.0,1978,Delhi,"32,460,712.7"
"2,127",2,2.5,1.5,2004,Rural,"6,586,894.2"
"2,366",5,1.3,2.5,1918,Delhi,"16,239,007.200000001"
704,2,2.9,2.0,1925,Jaipur,"3,055,094.4000000004"
"4,079",3,1.8,2.5,2016,Jaipur,"16,569,748.8"
"3,674",1,1.1,3.0,1917,Mumbai,"27,916,498.5"
"1,291",2,2.9,1.0,1953,Mumbai,"10,089,948.0"
"4,592",2,1.1,1.0,1910,Delhi,"30,051,742.5"
"4,247",5,2.3,2.0,1936,Mumbai,"32,741,989.5"
"1,605",1,2.9,2.0,1952,Jaipur,"6,624,324.0"
"1,590",1,4.0,3.0,1926,Rural,"4,978,981.8"
"2,107",1,2.5,2.0,2004,Mumbai,"16,111,687.5"
"2,339",1,2.0,2.0,1911,Delhi,"15,501,259.8"
"3,897",4,2.5,1.0,1982,Mumbai,"29,889,585.0"
566,3,1.6,1.5,2007,Jaipur,"2,521,024.8000000003"
"1,778",2,2.3,1.0,1901,Mumbai,"13,729,399.5"
"4,658",3,3.6,1.5,1946,Jaipur,"19,068,540.8"
"1,313",3,1.4,3.0,1900,Jaipur,"5,479,640.800000001"
902,3,2.6,1.5,1906,Mumbai,"7,482,439.5"
"2,502",3,2.9,1.5,2021,Pune,"12,926,030.0"
"4,666",4,1.9,1.5,1915,Mumbai,"35,789,407.5"
"3,425",5,3.2,2.5,1954,Delhi,"23,040,436.900000002"
"3,493",4,3.0,1.5,2020,Pune,"17,921,581.0"
"1,586",2,2.4,1.5,1977,Jaipur,"6,626,916.800000001"
"4,840",1,2.9,1.0,1971,Pune,"24,479,794.0"
"3,066",5,3.5,1.5,2016,Delhi,"20,705,380.8"
"4,988",2,2.8,2.0,1932,Jaipur,"20,289,582.400000002"
"1,271",1,2.7,1.0,2011,Pune,"6,536,880.0"
"4,172",4,2.9,1.5,1958,Jaipur,"17,182,301.6"
"3,748",3,3.0,3.0,1920,Delhi,"24,945,224.2"
"2,169",2,2.2,2.5,1924,Mumbai,"16,791,594.0"
"2,056",3,3.5,3.0,1951,Delhi,"13,991,045.9"
"3,458",3,3.8,2.5,1931,Delhi,"23,073,814.400000002"
"1,651",3,2.9,1.5,1966,Bangalore,"10,468,375.2"
"1,717",5,3.7,1.0,1906,Bangalore,"11,196,428.4"
"2,731",1,3.2,2.0,1943,Jaipur,"11,059,318.4"
"4,842",3,2.3,2.0,2008,Jaipur,"19,701,597.6"
"4,444",2,2.5,2.5,1916,Mumbai,"33,746,214.0"
"2,542",5,2.7,3.0,1992,Delhi,"17,423,664.7"
"1,205",1,3.8,3.0,1904,Rural,"3,848,493.5999999996"
"3,169",2,2.9,2.0,1991,Mumbai,"24,262,681.5"
"2,613",5,2.5,1.0,1997,Bangalore,"16,347,987.6"
"3,477",5,1.4,1.0,1952,Mumbai,"27,024,622.5"
"4,849",1,3.0,1.5,1943,Jaipur,"19,643,251.2"
"4,878",3,2.7,1.0,2015,Delhi,"32,368,475.1"
922,2,3.8,2.5,1904,Rural,"2,981,709.6"
"2,521",4,2.0,2.0,1922,Delhi,"17,143,636.900000002"
"4,293",3,3.4,1.0,1974,Rural,"13,211,461.799999999"
"4,631",4,1.8,2.0,1911,Delhi,"30,841,116.8"
"1,030",2,1.5,3.0,1927,Jaipur,"4,301,833.600000001"
590,4,1.0,2.0,1905,Delhi,"4,320,137.9"
"3,872",4,3.7,3.0,1972,Pune,"19,919,145.0"
"2,442",1,2.3,1.5,1948,Bangalore,"15,024,140.4"
"4,305",1,1.8,2.0,1910,Bangalore,"26,083,276.8"
"1,740",1,2.2,2.0,1911,Bangalore,"10,725,531.6"
"2,258",4,3.1,3.0,1992,Bangalore,"14,233,856.4"
597,4,2.2,1.0,1934,Pune,"3,465,619.0"
"1,979",5,1.7,1.0,1977,Jaipur,"8,433,361.6"
"2,332",5,1.3,3.0,1954,Bangalore,"14,553,110.4"
"3,085",1,2.9,1.5,1943,Jaipur,"12,486,680.0"
"4,147",5,3.9,3.0,2021,Bangalore,"25,629,470.4"
579,3,2.9,2.0,1956,Bangalore,"3,932,056.8"
"2,723",5,3.8,2.5,1936,Delhi,"18,639,050.3"
"3,069",5,3.6,1.5,2007,Pune,"16,016,490.0"
"2,272",3,1.5,2.0,1959,Mumbai,"17,613,612.0"
"1,623",3,3.6,2.0,1958,Delhi,"11,286,839.200000001"
"4,311",2,1.0,1.5,1933,Bangalore,"26,140,946.4"
"3,974",4,2.5,2.0,1967,Bangalore,"24,550,412.4"
"3,123",4,2.6,2.0,1973,Bangalore,"19,294,380.0"
"1,903",1,3.2,2.5,1911,Bangalore,"11,672,769.6"
"3,078",2,3.3,2.5,1923,Bangalore,"18,808,221.599999998"
831,2,1.7,2.0,1900,Pune,"4,374,086.0"
"4,108",2,3.6,3.0,1951,Pune,"20,830,140.0"
"1,239",2,1.5,3.0,1959,Jaipur,"5,120,630.4"
541,5,3.9,2.5,1928,Rural,"1,994,365.7999999998"
"4,378",2,4.0,2.5,2003,Pune,"22,209,483.0"
"2,449",1,3.1,2.5,2002,Rural,"7,526,199.0"
"3,960",4,2.9,2.5,1952,Rural,"12,259,094.4"
"2,628",2,3.9,2.5,1972,Bangalore,"16,344,918.0"
"4,997",4,1.7,1.5,1949,Rural,"15,258,805.2"
"2,654",3,2.9,3.0,1915,Bangalore,"16,439,686.799999999"
"1,737",1,2.2,1.0,2024,Jaipur,"7,133,690.4"
"2,266",3,1.5,1.0,2023,Jaipur,"9,384,672.0"
"2,341",2,1.4,1.0,1967,Bangalore,"14,307,303.6"
"1,005",5,3.1,1.5,1985,Rural,"3,442,054.8"
"2,341",5,1.7,3.0,1977,Mumbai,"18,454,158.0"
"1,894",1,2.8,1.0,1937,Mumbai,"14,569,606.5"
756,2,1.7,1.0,2022,Rural,"2,409,484.1999999997"
"2,220",2,2.4,1.0,1926,Jaipur,"9,077,925.6"
"1,571",2,3.2,3.0,1963,Rural,"4,976,566.8"
"2,122",2,2.6,1.5,2019,Delhi,"14,207,083.8"
"2,566",1,3.6,2.0,1920,Rural,"7,852,241.399999999"
"1,569",1,2.6,3.0,2016,Rural,"4,889,959.2"
950,1,1.6,2.5,2023,Delhi,"6,412,318.9"
"1,397",5,3.7,2.5,2015,Delhi,"9,872,137.6"
"4,228",2,2.3,1.5,1925,Rural,"12,867,805.799999999"
581,3,3.6,1.5,1944,Mumbai,"5,226,459.0"
"1,236",4,1.7,3.0,1913,Pune,"6,705,171.0"
"4,674",1,2.9,2.0,2020,Mumbai,"35,424,916.5"
"4,444",1,1.5,3.0,1905,Bangalore,"26,784,480.0"
"2,707",5,1.2,1.5,2012,Delhi,"18,312,420.1"
"4,448",5,4.0,2.5,1999,Delhi,"29,804,828.3"
"2,502",4,1.0,2.5,1919,Delhi,"16,889,857.400000002"
"2,191",5,2.8,3.0,1999,Rural,"6,966,547.8"
"1,679",1,1.0,1.0,1979,Pune,"8,457,521.0"
"3,435",2,2.7,2.5,1976,Jaipur,"14,063,645.600000001"
"3,015",2,1.3,3.0,1921,Jaipur,"12,261,088.0"
961,5,3.4,1.0,2010,Mumbai,"8,148,058.5"
"3,401",4,1.9,3.0,2006,Jaipur,"13,974,635.200000001"
616,2,2.0,1.0,2011,Bangalore,"4,063,336.8"
"2,154",1,1.8,2.5,2021,Pune,"10,930,039.0"
"2,298",2,1.3,3.0,2020,Pune,"11,760,061.0"
"1,159",4,2.5,1.0,2024,Delhi,"8,193,572.4"
"3,737",5,2.3,3.0,1934,Pune,"19,219,849.0"
"2,622",3,2.6,2.0,1929,Bangalore,"16,266,210.0"
"4,319",2,2.9,1.5,2015,Bangalore,"26,382,930.0"
"3,843",1,1.3,1.0,1911,Delhi,"25,149,594.6"
"3,050",4,2.2,2.5,1976,Rural,"9,493,863.6"
"2,086",2,2.8,1.0,1904,Jaipur,"8,659,150.4"
"3,247",3,2.0,3.0,1909,Delhi,"21,497,447.400000002"
"1,134",5,1.6,1.5,1991,Rural,"3,757,537.8"
"3,382",2,2.8,3.0,1963,Pune,"17,277,770.0"
"3,311",4,3.2,1.0,1928,Mumbai,"25,767,640.5"
"4,953",2,3.3,2.5,1994,Rural,"15,119,281.2"
"4,515",5,2.0,1.5,1934,Rural,"13,871,255.4"
"3,239",4,1.3,2.0,1967,Mumbai,"25,045,297.5"
"2,384",3,3.7,2.0,1975,Delhi,"16,223,641.200000001"
"2,018",1,3.1,2.0,1960,Jaipur,"8,279,447.2"
"1,121",5,3.8,1.5,1908,Jaipur,"5,014,254.4"
"2,037",2,1.4,2.5,1960,Jaipur,"8,328,196.0"
"2,837",3,3.0,1.0,1906,Jaipur,"11,786,816.8"
"2,494",4,1.6,1.0,1967,Pune,"12,918,079.0"
"2,570",4,3.6,2.5,2021,Pune,"13,453,181.0"
"2,865",4,2.6,2.5,1962,Pune,"14,808,604.0"
"3,345",2,2.6,2.0,1959,Delhi,"22,166,976.0"
"3,538",5,3.8,2.0,1983,Jaipur,"14,703,943.200000001"
"1,354",3,1.9,1.5,1925,Delhi,"9,385,005.5"
"3,228",4,2.9,1.0,1910,Mumbai,"24,914,767.5"
"1,415",1,1.4,2.5,1903,Rural,"4,337,815.8"
631,5,2.1,1.0,1956,Rural,"2,299,538.4"
"1,616",3,1.6,1.5,1967,Jaipur,"6,746,754.4"
"4,093",3,1.6,3.0,2023,Jaipur,"16,658,377.600000001"
"1,360",4,3.0,1.5,1965,Bangalore,"8,709,596.4"
793,1,1.9,2.5,1949,Rural,"2,521,172.4"
"3,188",4,1.8,3.0,2022,Rural,"9,838,605.0"
"1,499",5,3.4,1.0,1905,Bangalore,"9,867,015.6"
"2,796",2,2.4,2.5,1967,Mumbai,"21,414,516.0"
"4,185",5,2.1,1.0,2022,Rural,"12,868,975.2"
786,1,3.4,3.0,1942,Pune,"4,234,004.0"
949,2,2.5,3.0,1971,Delhi,"6,645,577.9"
"2,838",3,3.4,3.0,1975,Mumbai,"21,863,910.0"
"3,740",4,2.0,3.0,1953,Mumbai,"28,658,415.0"
"3,203",5,3.9,2.5,1971,Jaipur,"13,431,418.4"
"3,616",4,3.8,2.5,1981,Mumbai,"28,069,354.5"
752,5,3.5,2.5,1983,Delhi,"5,768,652.5"
"1,919",4,1.6,1.0,1999,Jaipur,"8,080,648.0"
"2,836",2,3.2,2.0,1998,Rural,"8,755,996.799999999"
"1,735",4,3.5,2.5,2008,Jaipur,"7,479,092.0"
"1,499",1,2.1,2.5,1994,Jaipur,"6,163,292.0"
"4,260",1,1.4,3.0,1999,Mumbai,"32,242,905.0"
"4,616",4,1.8,2.0,1974,Pune,"23,491,011.0"
"4,911",3,2.8,1.0,1990,Bangalore,"30,093,670.8"
"3,111",1,1.8,2.5,2014,Delhi,"20,584,324.8"
"1,946",5,3.0,3.0,1939,Pune,"10,341,518.0"
"2,670",4,2.2,1.0,1946,Jaipur,"11,161,723.200000001"
"3,421",4,1.7,2.5,1900,Delhi,"22,873,541.6"
"4,183",1,2.8,2.5,1973,Delhi,"27,585,482.6"
"2,761",3,1.2,1.0,1908,Bangalore,"16,928,266.8"
"2,445",5,2.9,1.0,1972,Rural,"7,773,711.6"
"2,353",1,3.9,2.5,1965,Mumbai,"18,115,933.5"
"1,099",1,3.1,2.0,1971,Rural,"3,417,161.4"
"4,635",2,2.0,3.0,1966,Delhi,"30,499,205.1"
"3,903",1,3.7,1.0,1985,Bangalore,"23,861,654.4"
"3,490",5,2.6,2.0,1959,Pune,"18,148,920.0"
"4,777",2,2.6,2.5,1908,Jaipur,"19,292,472.8"
"4,860",3,2.1,3.0,1925,Pune,"24,731,389.0"
"3,318",3,1.2,3.0,1950,Pune,"16,920,675.0"
"1,362",1,1.8,2.0,2023,Delhi,"9,020,369.8"
"4,555",5,3.5,1.5,1981,Jaipur,"18,737,496.0"
"1,719",3,1.8,1.5,1905,Jaipur,"7,186,906.4"
"4,295",5,2.2,1.0,1906,Delhi,"28,639,501.8"
"1,027",5,2.9,3.0,1943,Pune,"5,856,173.0"
"3,422",2,1.8,2.5,2024,Bangalore,"20,846,094.0"
"3,704",1,3.4,2.0,1982,Pune,"18,742,426.0"
"1,662",5,3.7,1.0,1903,Delhi,"11,706,371.3"
"4,064",5,1.2,2.0,1969,Jaipur,"16,737,753.600000001"
"1,346",5,2.7,3.0,1973,Mumbai,"10,925,575.5"
"2,617",1,2.0,1.0,2009,Jaipur,"10,644,832.0"
"3,586",2,2.7,1.5,2003,Jaipur,"14,658,360.0"
"2,270",5,2.6,1.5,1938,Jaipur,"9,559,952.8"
"3,783",4,1.0,2.5,1916,Bangalore,"23,119,125.599999998"
"2,325",2,2.9,3.0,1990,Pune,"11,910,656.0"
"3,823",1,1.6,3.0,1922,Bangalore,"23,250,072.0"
945,3,2.7,2.5,1973,Rural,"3,077,522.4"
"1,525",5,3.7,2.5,2001,Rural,"4,996,099.8"
"2,271",4,1.6,1.0,1973,Mumbai,"17,871,309.0"
"1,859",3,1.8,1.5,1913,Rural,"5,766,636.6"
518,3,1.2,3.0,1914,Rural,"1,722,546.5999999999"
"1,060",5,2.5,2.5,1998,Delhi,"7,665,078.2"
971,5,3.6,1.0,1980,Mumbai,"8,424,411.0"
527,3,2.6,3.0,1987,Delhi,"3,872,320.4"
"1,059",4,2.1,2.0,1963,Pune,"5,795,859.0"
"3,155",2,3.7,3.0,1968,Bangalore,"19,313,226.0"
"3,736",5,2.6,2.0,2007,Mumbai,"28,951,182.0"
"1,444",5,3.9,1.5,1973,Mumbai,"11,786,974.5"
"4,448",1,3.3,1.0,1940,Rural,"13,560,684.6"
"4,156",5,3.7,1.5,1916,Bangalore,"25,720,682.4"
"3,563",1,2.9,1.5,1991,Delhi,"23,524,598.5"
"2,479",3,4.0,3.0,1939,Bangalore,"15,408,362.399999999"
"3,216",4,2.6,3.0,2005,Pune,"16,538,472.0"
"1,315",1,2.9,1.5,2021,Rural,"4,121,301.0"
"2,826",1,1.4,1.0,1927,Bangalore,"17,137,370.4"
"2,830",2,3.8,3.0,1953,Mumbai,"21,670,969.5"
"1,502",3,2.0,2.0,2003,Bangalore,"9,410,623.2"
"2,042",1,3.0,1.5,1930,Bangalore,"12,641,092.799999999"
"4,704",1,2.1,3.0,1900,Pune,"23,659,969.0"
"1,729",3,3.7,1.0,1981,Jaipur,"7,378,102.4"
"3,805",5,1.3,3.0,2018,Bangalore,"23,439,327.599999998"
"3,029",4,3.7,3.0,1921,Rural,"9,443,874.6"
"1,930",3,2.9,2.5,1978,Jaipur,"8,048,275.2"
"4,412",2,3.9,1.0,1929,Rural,"13,453,081.2"
"2,032",2,2.5,3.0,1958,Rural,"6,303,099.0"
"2,392",4,2.5,2.5,2003,Pune,"12,431,044.0"
"3,624",2,2.1,1.5,1982,Jaipur,"14,815,988.8"
"1,921",3,2.0,3.0,1931,Bangalore,"11,980,080.0"
890,5,1.4,1.0,2016,Bangalore,"6,121,234.8"
"3,318",2,2.0,2.0,1961,Jaipur,"13,527,656.8"
"2,369",3,2.8,1.5,1933,Mumbai,"18,397,180.5"
"3,460",2,1.3,2.5,1993,Jaipur,"14,091,149.600000001"
"1,695",1,1.6,1.0,1923,Delhi,"11,189,016.8"
"3,105",1,3.6,3.0,1991,Bangalore,"18,929,302.8"
"1,357",5,1.3,2.5,1906,Rural,"4,402,503.6"
"3,727",1,1.7,1.0,1951,Bangalore,"22,612,642.8"
"2,016",1,1.0,1.5,1989,Bangalore,"12,381,610.799999999"
"1,653",2,3.2,2.0,1931,Pune,"8,666,152.0"
"1,342",2,3.6,1.5,1930,Mumbai,"10,488,007.5"
"2,182",4,3.6,2.0,1997,Pune,"11,548,991.0"
794,5,3.7,2.0,1985,Pune,"4,650,429.0"
"1,144",1,2.2,3.0,1986,Delhi,"7,666,629.100000001"
"4,133",4,2.7,1.0,1961,Pune,"21,181,426.0"
"2,635",2,3.0,3.0,1936,Rural,"8,060,886.0"
610,4,3.7,1.0,1900,Delhi,"4,681,040.0"
"1,083",1,3.4,3.0,1984,Delhi,"7,453,711.2"
"3,725",4,2.5,1.0,2010,Jaipur,"15,329,928.0"
"1,986",3,2.5,3.0,1915,Pune,"10,409,423.0"
"2,148",5,2.0,1.0,2007,Jaipur,"9,024,299.200000001"
"2,881",1,1.0,1.0,1922,Rural,"8,678,779.799999999"
605,3,1.4,3.0,1945,Delhi,"4,292,323.100000001"
"4,053",4,2.0,1.5,1922,Jaipur,"16,691,927.200000001"
"2,194",1,2.8,3.0,1990,Pune,"11,307,892.0"
"2,233",4,3.1,1.0,2021,Bangalore,"14,092,686.0"
881,5,3.7,1.0,1929,Bangalore,"6,152,659.2"
"3,236",5,2.7,1.5,2006,Rural,"10,035,433.2"
"4,856",2,2.2,1.5,2000,Mumbai,"36,921,804.0"
"1,816",3,3.1,1.0,2007,Bangalore,"11,336,581.2"
"3,202",5,2.2,1.0,1981,Delhi,"21,651,787.3"
"4,574",3,1.3,1.0,1968,Bangalore,"27,928,785.599999998"
"1,406",4,1.0,2.0,2018,Pune,"7,435,257.0"
"1,162",3,3.1,1.5,2006,Mumbai,"9,285,742.5"
962,1,3.7,3.0,1906,Pune,"5,075,287.0"
"3,402",2,3.0,1.5,1914,Delhi,"22,672,204.1"
"1,442",3,1.1,2.0,2002,Rural,"4,520,410.2"
657,3,1.7,1.5,1993,Mumbai,"5,624,641.5"
"3,809",5,3.8,1.0,1938,Mumbai,"29,656,018.5"
"1,826",1,3.1,3.0,1970,Pune,"9,295,773.0"
"3,217",5,3.2,1.0,1956,Mumbai,"25,051,645.5"
"3,168",3,3.4,2.5,1915,Delhi,"21,230,171.3"
"3,068",4,3.7,3.0,1969,Bangalore,"18,990,279.599999998"
"3,892",5,2.3,3.0,2006,Rural,"12,016,219.799999999"
"2,606",5,2.3,2.5,1975,Delhi,"17,695,016.3"
"1,147",1,1.1,1.5,2005,Jaipur,"4,767,348.8"
"3,822",5,3.8,2.5,2019,Mumbai,"29,671,623.0"
"3,438",5,1.4,1.5,1906,Rural,"10,609,418.4"
"2,983",2,2.4,1.0,1963,Jaipur,"12,168,613.600000001"
"4,741",3,2.8,2.5,1937,Pune,"24,151,173.0"
"3,406",1,4.0,2.0,1944,Delhi,"22,522,136.0"
"3,525",5,2.2,3.0,1952,Bangalore,"21,893,835.599999998"
"1,875",3,3.0,2.5,2014,Delhi,"12,657,912.8"
"2,323",1,3.9,1.5,1964,Pune,"11,985,984.0"
744,5,2.7,1.5,2008,Rural,"2,586,832.1999999997"
"2,848",4,2.6,2.5,1966,Pune,"14,702,283.0"
"1,367",2,2.7,3.0,1908,Rural,"4,307,185.8"
"3,361",1,3.5,2.0,2012,Pune,"17,101,494.0"
979,4,1.1,2.5,1913,Pune,"5,368,048.0"
"2,962",1,3.3,2.0,1956,Pune,"15,134,142.0"
"2,435",1,1.5,3.0,1911,Mumbai,"18,664,824.0"
"3,873",2,3.3,1.0,2006,Bangalore,"23,710,142.4"
"3,521",4,3.4,1.5,1969,Pune,"18,171,625.0"
"3,692",5,2.9,1.0,1913,Mumbai,"28,702,366.5"
587,3,2.3,2.0,1959,Bangalore,"3,971,343.5999999996"
"1,740",4,3.2,3.0,2012,Bangalore,"11,042,475.6"
"1,072",1,1.1,2.5,2021,Jaipur,"4,448,713.600000001"
"1,313",4,2.9,2.0,1946,Mumbai,"10,554,282.0"
678,3,1.7,1.0,1958,Mumbai,"5,641,567.5"
"2,225",4,3.0,3.0,1907,Jaipur,"9,268,652.8"
662,3,1.4,3.0,1996,Bangalore,"4,404,054.0"
"3,140",2,1.5,1.5,1912,Delhi,"20,713,797.0"
"1,505",1,2.4,1.5,1930,Jaipur,"6,224,305.600000001"
"2,848",5,2.6,2.0,1900,Mumbai,"22,264,947.0"
"2,921",4,2.2,1.5,1974,Mumbai,"22,570,470.0"
"3,255",2,2.8,3.0,2002,Bangalore,"19,939,399.2"
"4,798",4,1.2,2.0,1930,Mumbai,"36,606,369.0"
"4,642",2,1.6,1.0,1953,Bangalore,"28,268,283.599999998"
"4,241",3,1.0,1.5,1952,Mumbai,"32,407,681.5"
"1,717",2,2.7,3.0,1941,Bangalore,"10,753,330.799999999"
"2,974",3,3.1,1.5,1935,Rural,"9,246,129.6"
"1,429",2,2.5,2.5,2005,Bangalore,"8,880,364.799999999"
816,4,2.4,2.5,1985,Delhi,"6,104,345.0"
"2,002",5,2.3,3.0,1979,Jaipur,"8,530,390.4"
920,1,2.0,2.0,1975,Jaipur,"3,840,364.0"
"4,858",5,2.8,3.0,2003,Pune,"24,967,675.0"
"1,949",2,1.0,2.0,1998,Jaipur,"7,951,964.0"
927,3,2.8,2.5,1966,Rural,"3,070,288.8"
896,4,2.5,1.0,1906,Mumbai,"7,482,160.5"
"1,295",1,2.9,2.0,1995,Jaipur,"5,411,814.4"
606,1,3.6,3.0,1955,Bangalore,"4,009,012.8"
"4,549",4,3.5,2.0,1909,Bangalore,"28,055,090.4"
597,2,3.4,3.0,1912,Rural,"2,011,593.0"
"2,403",1,2.2,1.5,2007,Pune,"12,291,724.0"
"4,070",4,2.2,3.0,1978,Rural,"12,561,009.6"
"3,801",2,1.6,1.5,1923,Mumbai,"29,065,702.5"
542,4,1.1,1.5,1960,Mumbai,"4,799,700.0"
"2,077",1,2.5,1.0,2017,Bangalore,"12,692,565.6"
"4,690",5,3.9,2.5,1954,Pune,"24,197,566.0"
"4,783",1,3.3,2.0,1987,Mumbai,"36,125,101.5"
884,1,2.6,2.5,2018,Jaipur,"3,685,871.2"
"3,971",5,1.9,3.0,2015,Delhi,"26,504,727.6"
"4,077",2,1.4,2.5,1970,Delhi,"26,933,137.400000002"
"3,738",4,1.8,2.5,1983,Bangalore,"23,021,220.0"
"2,196",2,2.6,2.5,1910,Jaipur,"9,017,997.6"
"2,634",2,2.9,2.0,1917,Mumbai,"20,258,512.5"
"4,392",4,2.1,3.0,1918,Bangalore,"26,897,338.8"
"3,036",2,1.3,1.0,1921,Pune,"15,521,791.0"
"4,821",3,1.8,1.5,1946,Pune,"24,506,498.0"
"2,892",1,1.8,3.0,1947,Pune,"14,602,507.0"
"4,315",3,2.6,1.0,1984,Pune,"22,025,987.0"
795,4,1.3,1.0,1914,Delhi,"5,653,911.9"
913,5,1.9,1.0,1951,Jaipur,"4,166,328.0"
"2,495",5,2.0,2.0,1919,Delhi,"16,877,976.7"
503,4,2.6,1.0,2007,Rural,"1,809,412.8"
677,4,1.9,1.0,1901,Mumbai,"5,891,295.0"
"1,245",2,1.4,3.0,1952,Pune,"6,484,075.0"
"4,854",1,1.1,1.0,2005,Rural,"14,684,690.4"
"1,151",3,1.5,1.5,1993,Rural,"3,678,332.4"
"4,389",4,3.5,3.0,2005,Bangalore,"26,954,308.8"
"3,771",5,2.1,2.5,2013,Jaipur,"15,511,969.600000001"
"2,982",1,2.6,1.5,1989,Rural,"9,124,825.2"
789,1,2.5,1.0,1906,Jaipur,"3,360,731.2"
"1,302",2,1.8,1.0,1917,Bangalore,"8,103,004.8"
"3,030",5,3.5,3.0,1975,Pune,"15,919,670.0"
733,1,3.8,2.5,1965,Mumbai,"5,958,643.5"
907,5,1.6,1.0,1994,Pune,"5,120,619.0"
"1,193",3,3.4,2.5,1933,Jaipur,"5,122,318.4"
"1,669",5,3.3,2.0,1913,Mumbai,"13,368,832.5"
"2,977",1,3.5,1.5,1984,Rural,"9,133,860.6"
931,5,2.2,1.5,1916,Bangalore,"6,362,383.2"
"3,044",5,3.1,1.5,2006,Rural,"9,570,789.0"
"1,482",5,1.6,3.0,2013,Jaipur,"6,377,752.800000001"
"3,660",1,3.9,1.5,2010,Mumbai,"27,925,021.5"
"3,544",3,3.2,1.0,2007,Pune,"18,231,812.0"
"4,424",5,1.2,2.5,1908,Bangalore,"27,121,800.0"
"3,812",3,3.6,2.0,2015,Pune,"19,550,186.0"
"4,818",1,3.9,1.0,1921,Bangalore,"29,183,668.8"
"2,188",4,2.0,2.0,1984,Jaipur,"9,121,088.0"
967,5,2.6,1.0,1974,Jaipur,"4,409,735.2"
"3,116",3,4.0,3.0,1932,Bangalore,"19,345,716.0"
"1,845",5,2.4,2.0,1986,Mumbai,"14,694,304.5"
"2,922",2,3.0,2.5,1922,Rural,"8,917,168.799999999"
"1,511",2,2.4,3.0,1934,Rural,"4,729,182.6"
"2,177",1,1.2,1.5,1990,Delhi,"14,362,480.6"
"4,197",3,2.5,3.0,1948,Jaipur,"17,051,203.2"
"4,566",3,3.5,2.5,1904,Rural,"13,958,797.799999999"
"2,392",5,1.1,2.0,1951,Jaipur,"10,043,061.6"
"3,369",2,2.3,3.0,1983,Pune,"17,064,653.0"
"4,850",5,3.5,1.5,1958,Rural,"14,932,680.0"
"1,986",5,2.1,2.5,1922,Bangalore,"12,617,120.4"
"3,839",1,3.9,1.5,1904,Rural,"11,712,565.799999999"
"1,916",4,2.1,2.5,1923,Jaipur,"8,074,816.800000001"
"3,346",1,3.3,1.0,1935,Pune,"16,900,287.0"
"1,857",1,1.7,1.0,1928,Rural,"5,685,796.2"
"4,560",1,2.0,2.0,2006,Delhi,"29,853,102.5"
"1,891",5,3.2,1.0,1979,Pune,"10,091,499.0"
"2,078",5,1.2,1.5,1902,Bangalore,"13,217,383.2"
"4,249",5,1.3,1.0,1987,Jaipur,"17,418,814.400000002"
"4,125",5,1.8,2.5,1948,Bangalore,"25,493,408.4"
"3,003",2,1.8,3.0,1909,Mumbai,"23,050,695.0"
"3,637",3,1.2,3.0,1921,Pune,"18,566,144.0"
"3,409",2,3.9,1.0,1979,Delhi,"22,592,272.3"
"3,164",3,1.9,2.5,2009,Delhi,"21,084,356.8"
899,5,3.2,1.5,1966,Rural,"3,041,740.1999999997"
"4,882",2,2.2,2.5,1905,Bangalore,"29,637,321.599999998"
"4,457",3,4.0,2.0,1999,Bangalore,"27,401,618.4"
"2,733",4,1.4,1.5,1995,Bangalore,"16,873,908.0"
"2,039",1,2.1,1.5,2013,Rural,"6,250,107.0"
